"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GTF2IRD2B",269.144349406024,-0.257900986570614,0.183166872664911,-1.40801108201712,0.159127788519429,1
"RCC1L",1922.76470226617,-0.0301904601352592,0.158814937231771,-0.190098366447734,0.849232050127665,1
"CASTOR2",574.860453983797,-0.0564305443494023,0.143903787987847,-0.392140784745486,0.6949541940146,1
"SPDYE12",15.321550024638,-0.941006023078005,0.548985820795063,-1.7140807420403,0.0865138981112257,1
"PMS2P5",18.6443049784077,-0.22203542478859,0.482021758259727,-0.460633614528561,0.645061490597625,1
"STAG3L2",97.5262574793151,-0.162660850659224,0.234883939888374,-0.692515847343698,0.488613437355003,1
"LOC124901673",72.975809848476,-0.18567299907109,0.244273429943443,-0.760103131618036,0.44719294090158,1
"GTF2IRD2",45.5179951266046,0.439244406721939,0.373687280723238,1.17543312116972,0.239821479041326,1
"GTF2I",606.692096473705,0.221586324512079,0.188577729529652,1.17503973064453,0.239978820941023,1
"MIR10525",2.42363635503915,1.37498905386296,1.526829633852,0.900551720622578,0.367826714152551,1
"WBSCR23",2.08642417648536,1.25303970168647,1.43521462042332,0.873067821255107,0.382626112030264,1
"GTF2IRD1",832.318101077567,0.0707782312700367,0.123676577675934,0.572284846492881,0.567129014138081,1
"CLIP2",128.305817881029,0.349240785153425,0.233721718496213,1.49425901623723,0.135107932698238,1
"RFC2",631.807350861628,-0.0514187406019896,0.158627707929582,-0.324147283429294,0.745826530772801,1
"LAT2",10.5574390702531,0.0429951478372921,0.573405439701014,0.0749821066568722,0.940228948628836,1
"MIR590",3.83576139449076,-0.702696111615819,0.909817469828764,-0.772348448912585,0.439908077498458,1
"EIF4H",6152.47295929294,0.00342228558621691,0.128103770826877,0.0267149480778507,0.978687090545737,1
"LIMK1",875.210127228827,0.0694697133027487,0.123532002466963,0.562362075538502,0.57386935248088,1
"TMEM270",22.7164957267002,0.513929724269951,0.438638069546458,1.17164870071889,0.241338126827331,1
"METTL27",75.6463677522684,-0.174406524534426,0.393272118836976,-0.443475436423508,0.657421882486445,1
"CLDN4",9534.64838778129,-0.0407316917176825,0.13648527018127,-0.298432876042854,0.765372800134354,1
