"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
4.89542726895492e-08,25,174,4.17186849771119,"GO:0006606 Protein import into nucleus ","https://amigo.geneontology.org/amigo/term/GO:0006606"," NUP133  TNPO1  IPO11  NUP50  NUP188  NUP107  NUP155  CSE1L  NUP153  RANBP6  RANBP2  KPNA2  KPNA5  IPO7  PIK3R1  TPR  HSP90AA1  JAK2  SPG11  ECT2  ATF2  CDK1  NF1  RAB23  RANBP17"
4.89542726895492e-08,35,318,3.19580869824669,"GO:0051054 Positive regulation of dna metabolic process ","https://amigo.geneontology.org/amigo/term/GO:0051054"," DBF4  FANCB  TP53BP1  RAD51AP1  SHLD2  POT1  RFC3  EPC2  KAT7  DSCC1  DNA2  PRKDC  TOP2B  ATRX  MSH2  E2F8  CCNA2  E2F7  CDK1  ATAD5  BRCA1  MRE11  CDC7  SMCHD1  NBN  NEK2  NEK7  DHX36  AURKB  ARID2  ATR  PBRM1  HSP90AA1  USP1  CDC25A"
6.8074942489384e-08,82,1197,1.98911344111423,"GO:0009790 Embryo development ","https://amigo.geneontology.org/amigo/term/GO:0009790"," BRCA1  ROCK1  PALS1  TDRD1  ROCK2  NIPBL  MYO6  KITLG  LRP6  MATR3  ZZZ3  OFD1  NUP133  PALB2  NCOA1  RRN3  MSH2  HIF1A  MIB1  RBBP8  TJP1  NBN  MAN2A1  ATF2  NEK2  PLS1  APAF1  CNOT1  THOC2  NSRP1  E2F8  TOP2A  KIDINS220  KIF20B  SEC24B  BRCA2  PLK4  PRKACB  LNPK  UBR3  NCAPG2  GPC3  GINS4  CHEK1  FREM2  CENPU  TRIP12  GABPA  CCNB2  WDR19  RACGAP1  ATP7A  TSC1  E2F7  COPS2  FRS2  LEO1  C2CD3  RBPJ  RRM2  DHX36  TRAF6  SLITRK6  ARID2  XRCC2  NF1  OPA1  PRKDC  ZBED6  CLASP1  WNK1  ITGAV  CLASP2  KIF16B  KAT2B  STIL  NES  SETDB2  MBNL1  DLC1  NR5A2  CDK1"
7.07794392192618e-08,13,45,8.38823692606464,"GO:0044786 Cell cycle dna replication ","https://amigo.geneontology.org/amigo/term/GO:0044786"," DBF4  MCM6  CDC45  POLA1  ATRX  E2F8  DNA2  E2F7  ATAD5  CDC7  FBXO5  BRCA2  BLM"
8.73422249756687e-08,25,179,4.05533585811032,"GO:0051170 Import into nucleus ","https://amigo.geneontology.org/amigo/term/GO:0051170"," NUP133  TNPO1  IPO11  NUP50  NUP188  NUP107  NUP155  CSE1L  NUP153  RANBP6  RANBP2  KPNA2  KPNA5  IPO7  TPR  PIK3R1  HSP90AA1  JAK2  SPG11  ECT2  ATF2  CDK1  NF1  RAB23  RANBP17"
8.75986845990349e-08,82,1204,1.9775488280845,"GO:0019953 Sexual reproduction ","https://amigo.geneontology.org/amigo/term/GO:0019953"," NCAPD2  MRE11  TRIP13  TOP2B  RAD54L  TDRD1  FBXO5  TTK  MND1  TOP2A  BRIP1  NUF2  FANCD2  CENPC  NCAPD3  EME1  FBXO43  CDC25C  CDC25A  ERCC4  RMI1  SYCP2  RAD54B  DDX3X  SMC3  RAD51AP1  ZFX  ARID4A  PIAS1  ATP2B4  NDC1  ASPM  PSME4  SMC1A  NDC80  ATRX  MSH2  SMCHD1  RBBP8  STAG2  KATNAL1  NBN  SMC4  MSH6  NEK2  CNTRL  MASTL  NCAPH  PIK3CA  IFT81  MCM8  SGO1  SYNE1  FIGNL1  AP3B1  HOOK1  CLOCK  SMC2  BRCA2  RB1  SSH2  CCNB2  RACGAP1  ZNF148  WASHC5  SKA3  MARF1  EXO1  LARP7  DHX36  CCNE2  NECTIN3  NRIP1  MYBL1  INTS13  KNL1  SKA1  CDC27  USP9X  RAD21  CDK1  XRCC2"
9.111877115025e-08,111,1830,1.7612124189026,"GO:0045893 Positive regulation of dna-templated transcription ","https://amigo.geneontology.org/amigo/term/GO:0045893"," MYB  BRCA1  BCLAF1  TP53BP1  REST  NCOA1  EDRF1  KAT2B  WDR75  HEATR1  ICE2  CCNT1  NCOA2  ZNF462  THRB  PAXBP1  MYSM1  REL  LEO1  CDK12  TET2  ZNF507  PRDM10  NR1D2  USF3  NRIP1  MYBL1  ZFX  E2F2  BAZ1B  PPP1R12A  WNK1  TAF2  LRP6  KDM5A  CDC5L  HIF1A  MET  CAPRIN2  TCERG1  SF3B1  CEBPZ  ATF2  NR5A2  DEK  CLOCK  CDK5RAP2  BRCA2  PHIP  TAF5  GABPA  RNF20  KAT6B  ATAD2  NAA15  RBPJ  ATF7IP  LARP7  TRAF6  MED14  RFX7  BLM  DDX3X  ARID4A  PIAS1  RFC1  CCAR1  GPBP1  HLTF  ATRX  RRN3  JAK2  BIRC2  CAND1  KLF12  TRIM24  TOP2A  PRKAA1  AP3B1  RB1  CCNA2  PIK3R1  ARID5B  CENPJ  USP16  BACH1  ZNF148  NIPBL  MGA  MSL2  DHX36  ZNF267  ZNF600  ZNF107  TOPORS  ZNF770  ZNF850  ZNF224  SENP1  CKAP2  ITGA6  E2F8  ICE1  E2F7  PRKDC  KAT7  NAA16  MED23  EPC2  NCBP1  SUPT16H"
1.02850517062827e-07,11,31,10.3031694253151,"GO:0034508 Centromere complex assembly ","https://amigo.geneontology.org/amigo/term/GO:0034508"," CENPI  OIP5  HJURP  DLGAP5  CENPC  KNTC1  CENPE  CENPK  CENPN  CENPF  RB1"
1.24604268102987e-07,13,47,8.03129067389168,"GO:0007143 Female meiotic nuclear division ","https://amigo.geneontology.org/amigo/term/GO:0007143"," SYCP2  TRIP13  NDC80  FBXO5  TTK  MASTL  NCAPH  TOP2A  CCNB2  WASHC5  SKA3  MARF1  SKA1"
2.00531514157796e-07,104,1701,1.77528823832056,"GO:0022414 Reproductive process ","https://amigo.geneontology.org/amigo/term/GO:0022414"," NCAPD2  MRE11  TRIP13  TOP2B  RAD54L  TDRD1  FBXO5  TTK  MND1  TOP2A  BRIP1  NUF2  FANCD2  CENPC  NCAPD3  EME1  FBXO43  CDC25C  CDC25A  ERCC4  RMI1  SYCP2  RAD54B  DDX3X  SMC3  RAD51AP1  ZFX  ARID4A  PIAS1  KITLG  ATP2B4  NDC1  ASPM  PSME4  SMC1A  NDC80  NCOA1  ATRX  MSH2  SMCHD1  RBBP8  STAG2  KATNAL1  NBN  SLC38A1  PRLR  SMC4  MSH6  NEK2  CNTRL  MASTL  NCAPH  PIK3CA  IFT81  MCM8  RIBC2  E2F8  SGO1  SYNE1  FIGNL1  AP3B1  HOOK1  CLOCK  SMC2  BRCA2  RB1  SSH2  GREB1L  PLK4  CEP78  ARID5B  THRB  CCNB2  WDR19  RACGAP1  ZNF148  WASHC5  ATP7A  SKA3  E2F7  FRS2  MARF1  RRM1  EXO1  LARP7  DHX36  CCNE2  NECTIN3  NRIP1  MYBL1  CD2AP  PRKDC  NUP107  NIPBL  INTS13  KNL1  SKA1  CDC27  CENPI  LNPEP  USP9X  RAD21  CDK1  XRCC2"
